method,batch_size,lr,wd,momentum,final_test_acc,final_train_loss,best_test_acc
SGD,128,0.001,0,0,38.95,2.1479111665344237,39.35
SGD,128,0.005,0,0,58.4,0.1467791709136963,58.47
SGD,128,0.01,0,0,64.34,0.021366324478387832,64.45
SGD,128,0.05,0,0,71.58,0.0034835242894291876,71.77
SGD,128,0.1,0,0,71.64,0.003663186163753271,71.81
SGD,128,0.5,0,0,66.71,0.0034844246909022333,66.87
SGD,128,1.0,0,0,64.78,0.012469446112811566,65.15
SGD,128,2.0,0,0,65.11,0.02343204530477524,65.3
SGD+WD,128,0.001,0.0005,0,38.66,2.149631048812866,38.85
SGD+WD,128,0.005,0.0005,0,58.95,0.14029620148181915,59.21
SGD+WD,128,0.01,0.0005,0,64.77,0.021954645109176635,65.0
SGD+WD,128,0.05,0.0005,0,73.99,0.004954327280670404,74.15
SGD+WD,128,0.1,0.0005,0,75.84,0.005370544295608997,75.89
SGD+WD,128,0.5,0.0005,0,76.5,0.0075321784779429435,76.6
SGD+WD,128,1.0,0.0005,0,77.04,0.00944264018535614,77.06
SGD+WD,128,2.0,0.0005,0,76.16,0.019621979314088822,76.25
SGDM+WD,128,0.001,0.0005,0.9,62.92,0.022994666489362717,62.98
SGDM+WD,128,0.005,0.0005,0.9,73.82,0.0051904217126965526,73.91
SGDM+WD,128,0.01,0.0005,0.9,75.23,0.00526094901829958,75.42
SGDM+WD,128,0.05,0.0005,0.9,77.2,0.007114432875514031,77.26
SGDM+WD,128,0.1,0.0005,0.9,77.39,0.010068429470658303,77.57
SGDM+WD,128,0.5,0.0005,0.9,72.96,0.17167721883296966,73.0
SGDM+WD,128,1.0,0.0005,0.9,1.0,2.834749602661133,1.0
SGDM+WD,128,2.0,0.0005,0.9,1.0,nan,1.0
SGDM,128,0.01,0.0001,0.9,73.63,0.0025190825867652893,74.1
SGDM,128,0.01,0.0002,0.9,74.34,0.0032343893200159073,74.52
SGDM,128,0.01,0.0005,0.9,75.23,0.00526094901829958,75.42
SGDM,128,0.01,0.001,0.9,77.41,0.007993695578575134,77.62
SGDM,128,0.01,0.002,0.9,78.42,0.019152370265722276,78.48
SGDM,128,0.01,0.005,0.9,79.68,0.05276076148986816,79.68
SGDM,128,0.01,0.01,0.9,78.56,0.1305295620727539,78.56
SGDM,128,0.05,0.0001,0.9,70.09,0.00413100502461195,70.19
SGDM,128,0.05,0.0002,0.9,74.41,0.003914423668384552,74.76
SGDM,128,0.05,0.0005,0.9,77.2,0.007114432875514031,77.26
SGDM,128,0.05,0.001,0.9,77.63,0.015098850044608116,77.92
SGDM,128,0.05,0.002,0.9,76.17,0.04718912961125374,76.48
SGDM,128,0.05,0.005,0.9,71.9,0.350163594045639,72.01
SGDM,128,0.05,0.01,0.9,52.78,1.6587481937026978,52.78
SGDM,128,0.1,0.0001,0.9,70.92,0.004253792628645897,71.02
SGDM,128,0.1,0.0002,0.9,74.24,0.004998589248657226,74.33
SGDM,128,0.1,0.0005,0.9,77.39,0.010068429470658303,77.57
SGDM,128,0.1,0.001,0.9,77.41,0.024960306775569915,77.58
SGDM,128,0.1,0.002,0.9,71.63,0.19357810247898102,71.87
SGDM,128,0.1,0.005,0.9,53.76,1.5437175561523437,53.76
SGDM,128,0.1,0.01,0.9,27.76,2.9642285554504393,27.76
SGDM,128,0.2,0.0001,0.9,74.35,0.004333792261779309,74.35
SGDM,128,0.2,0.0002,0.9,76.19,0.0065022113725543024,76.38
SGDM,128,0.2,0.0005,0.9,77.73,0.014327275594472885,77.9
SGDM,128,0.2,0.001,0.9,74.98,0.09195108997106552,74.98
SGDM,128,0.2,0.002,0.9,61.86,1.0033653940582274,61.86
SGDM,128,0.2,0.005,0.9,27.5,2.9635813591766356,27.68
SGDM,128,0.2,0.01,0.9,1.0,4.60546875,1.99
SGDM,128,0.3,0.0001,0.9,76.56,0.004203509476184845,76.59
SGDM,128,0.3,0.0002,0.9,76.65,0.007397157833278179,76.75
SGDM,128,0.3,0.0005,0.9,77.59,0.026420299924612044,77.66
SGDM,128,0.3,0.001,0.9,72.13,0.27518613114356993,72.24
SGDM,128,0.3,0.002,0.9,35.09,2.5334762823486328,35.09
SGDM,128,0.3,0.005,0.9,1.0,4.605419765625,2.63
SGDM,128,0.3,0.01,0.9,1.0,4.6054296875,1.0
SGDM,64,0.05,0.0001,0.9,74.13,0.003974265394210815,74.25
SGDM,64,0.05,0.0002,0.9,75.51,0.005532604665756225,75.75
SGDM,64,0.05,0.0005,0.9,77.28,0.0128809135055542,77.28
SGDM,64,0.05,0.001,0.9,77.65,0.03188357955694199,77.72
SGDM,64,0.05,0.002,0.9,76.4,0.12818633495807646,76.43
SGDM,64,0.05,0.005,0.9,62.16,1.0985349251556396,62.28
SGDM,128,0.1,0.0001,0.9,70.92,0.004253792628645897,71.02
SGDM,128,0.1,0.0002,0.9,74.24,0.004998589248657226,74.33
SGDM,128,0.1,0.0005,0.9,77.39,0.010068429470658303,77.57
SGDM,128,0.1,0.001,0.9,77.41,0.024960306775569915,77.58
SGDM,128,0.1,0.002,0.9,71.63,0.19357810247898102,71.87
SGDM,128,0.1,0.005,0.9,53.76,1.5437175561523437,53.76
SGDM,256,0.2,0.0001,0.9,70.1,0.00488317125082016,70.2
SGDM,256,0.2,0.0002,0.9,74.72,0.00448000507324934,74.84
SGDM,256,0.2,0.0005,0.9,76.79,0.009149114698171616,76.92
SGDM,256,0.2,0.001,0.9,77.0,0.02853503195762634,77.15
SGDM,256,0.2,0.002,0.9,66.5,0.3528696954536438,66.5
SGDM,256,0.2,0.005,0.9,46.12,1.978439081954956,46.12
SGDM,512,0.4,0.0001,0.9,71.38,0.004359829471260309,71.44
SGDM,512,0.4,0.0002,0.9,71.96,0.005355827341377735,71.97
SGDM,512,0.4,0.0005,0.9,1.0,0.010702249210178852,1.0
SGDM,512,0.4,0.001,0.9,74.76,0.03235585593104363,74.95
SGDM,512,0.4,0.002,0.9,67.76,0.3644208315563202,67.76
SGDM,512,0.4,0.005,0.9,31.97,2.6925980168151855,32.06
